id,name,length,owners,suppliers,rfs,rfs_year,is_planned,url,notes,n_landing_points,countries
danica-north,Danica North,25 km,Colt,Ericsson,1998,1998.0,False,,,2,"Denmark, Sweden"
danice,DANICE,"2,304 km",Farice,SubCom,2009 August,2009.0,False,http://www.farice.is,,2,"Denmark, Iceland"
daraja,Daraja,"4,108 km","Meta, Safaricom",ASN,2026,2026.0,True,,,2,"Kenya, Oman"
darwin-jakarta-singapore-cable-djsc,Darwin-Jakarta-Singapore Cable (DJSC),"1,000 km",Vocus Communications,ASN,2023 July,2023.0,False,https://www.vocus.com.au/,,1,Australia
deep-blue-one,Deep Blue One,"2,250 km",Digicel,ASN,2024 May,2024.0,False,https://www.digicelgroup.com/,,5,"French Guiana, Guyana, Suriname, Trinidad and Tobago"
denmark-sweden-17,Denmark-Sweden 17,11 km,"TDC Group, Tele2",,1994,1994.0,False,,,2,"Denmark, Sweden"
denmark-sweden-18,Denmark-Sweden 18,,"TDC Group, Telenor",,1996,1996.0,False,,,2,"Denmark, Sweden"
denpasar-waingapu-cable-systems,Denpasar-Waingapu Cable Systems,814 km,Moratelindo,,2019,2019.0,False,http://www.moratelindo.co.id,,4,Indonesia
dhiraagu-cable-network,Dhiraagu Cable Network,"1,253 km",Dhiraagu,NEC,2012 April,2012.0,False,https://www.dhiraagu.com.mv/,,8,Maldives
dhiraagu-slt-submarine-cable-network,Dhiraagu-SLT Submarine Cable Network,850 km,"Dhiraagu, Sri Lanka Telecom",NEC,2007 February,2007.0,False,https://www.dhiraagu.com.mv/,,2,"Maldives, Sri Lanka"
dhivaru,Dhivaru,,Google,SubCom,2028,2028.0,True,https://cloud.google.com,,3,"Christmas Island, Maldives, Oman"
didon,Didon,170 km,"Ooredoo Tunisie, Orange Tunisie",ASN,2014 May,2014.0,False,,,2,"Italy, Tunisia"
djibouti-africa-regional-express-1-dare-1,Djibouti Africa Regional Express 1 (DARE 1),"4,854 km","Djibouti Telecom, Hormuud Telecom Somalia, Somtel International, Telkom Kenya",SubCom,2021 February,2021.0,False,,,12,"Djibouti, Kenya, Madagascar, Mozambique, Somalia, South Africa, Tanzania"
domestic-submarine-cable-of-maldives-dscom,Domestic Submarine Cable of Maldives (DSCoM),286 km,"Dhiraagu, Ooredoo Maldives",HMN Tech,2024,2024.0,False,,,8,Maldives
dos-continentes-l-ll,DOS CONTINENTES l & ll,95 km,GTD España,,2020 March,2020.0,False,http://www.gtdespana.com/,,4,Spain
dumai-melaka-cable-system-dmcs,Dumai-Melaka Cable System (DMCS),159 km,"Telekom Malaysia, Telkom Indonesia",NEC,2005 February,2005.0,False,https://www.tm.com.my,,2,"Indonesia, Malaysia"
dunant,Dunant,"6,400 km",Google,SubCom,2021 January,2021.0,False,https://cloud.google.com,,2,"France, United States"
e-finest,E-FINEST,,Elisa Corporation,,2019 Q4,2019.0,False,,,2,"Estonia, Finland"
e-llan,E-LLAN,,Manx Electricity Authority,,2007,2007.0,False,,,2,"Isle of Man, United Kingdom"
e2a,E2A,"12,500 km","Chunghwa Telecom, SK Broadband, Softbank, Verizon",ASN,2029,2029.0,True,,,6,"Japan, South Korea, Taiwan, United States"
eac-c2c,EAC-C2C,"36,500 km",Telstra,"ASN, KDD-SCS, SubCom",2002 November,2002.0,False,https://www.telstrainternational.com/,,16,"China, Japan, Philippines, Singapore, South Korea, Taiwan"
eagle,EAGLE,"1,900 km","4iG Group, Telecom Egypt",,2028 Q4,2028.0,True,,,3,"Albania, Egypt, Italy"
east-micronesia-cable-system-emcs,East Micronesia Cable System (EMCS),"2,250 km","BwebwerikiNET Limited (BNL), Federated States of Micronesia Telecommunications Cable Corporation (FSMTCC), Nauru Fibre Cable Corporation",NEC,2026,2026.0,True,https://www.eastmicronesiacable.com/,,4,"Kiribati, Micronesia, Nauru"
east-west-cable-ewc,East-West Cable (EWC),"1,705 km",Liberty Networks,Xtera,2011 February,2011.0,False,https://libertynet.com/contact,,3,"Dominican Republic, Jamaica, Virgin Islands (U.K.)"
east-west-submarine-cable-system,East-West Submarine Cable System,950 km,Sacofa,,2004,2004.0,False,https://www.sacofa.com.my,,4,"Indonesia, Malaysia"
eastern-africa-submarine-system-eassy,Eastern Africa Submarine System (EASSy),"10,500 km","BT, Bayobab, Bharti Airtel, Botswana Fibre Networks, Comores Telecom, Djibouti Telecom, Liquid Intelligent Technologies, Mauritius Telecom, Orange, Sudatel, Tanzania Telecommunication Corporation, Telkom Kenya, Telkom South Africa, Telma (Telecom Malagasy), Vodacom DRC, WIOCC, Zambia Telecom, center3, e&",ASN,2010 July,2010.0,False,,,9,"Comoros, Djibouti, Kenya, Madagascar, Mozambique, Somalia, South Africa, Sudan, Tanzania"
eastern-caribbean-fiber-system-ecfs,Eastern Caribbean Fiber System (ECFS),"1,335 km","AT&T, Claro Dominicana (Codetel), Guyana Telephone and Telegraph (GT&T), Liberty Networks, Orange, Verizon",ASN,1995 September,1995.0,False,,,13,"Anguilla, Antigua and Barbuda, Barbados, Dominica, Grenada, Guadeloupe, Martinique, Saint Kitts and Nevis, Saint Lucia, Saint Vincent and the Grenadines, Sint Maarten, Trinidad and Tobago, Virgin Islands (U.K.)"
eastern-light-sweden-finland-i,Eastern Light Sweden-Finland I,,Eastern Light,,2019 October,2019.0,False,https://easternlight.se/,,4,"Finland, Sweden"
eastern-light-sweden-finland-ii,Eastern Light Sweden-Finland II,,Eastern Light,,2027,2027.0,True,https://easternlight.se/,,4,"Finland, Sweden"
eaufon-1,EAUFON 1,"1,175 km",Tamaani Internet,ASN,2022 Q1,2022.0,False,http://krg.ca/,,5,Canada
eaufon-2,EAUFON 2,675 km,Tamaani Internet,ASN,2024 February,2024.0,False,,,6,Canada
eaufon-3,EAUFON 3,900 km,Tamaani Internet,,2027,2027.0,True,,,7,Canada
ec-link,EC Link,"1,078 km",Liberty Networks,SubCom,2007 October,2007.0,False,https://libertynet.com,,2,"Curaçao, Trinidad and Tobago"
echo,Echo,"17,184 km","Google, Meta",NEC,2025,2025.0,False,,,6,"Guam, Indonesia, Palau, Singapore, United States"
elektra-globalconnect-1-gc1,Elektra-GlobalConnect 1 (GC1),44 km,GlobalConnect,,2000 August,2000.0,False,https://www.globalconnectcarrier.com/,,2,"Denmark, Germany"
ellalink,EllaLink,"6,200 km",EllaLink,ASN,2021 June,2021.0,False,https://www.ella.link/,,7,"Brazil, Cape Verde, French Guiana, Mauritania, Morocco, Portugal"
emc-west-1,EMC West-1,"3,639 km",EMC Subsea Cable Company Limited,ASN,2027 December,2027.0,True,,Integrated dual terrestrial links are planned to connect the EMC West-1 landing station in Israel to Haql,5,"Greece, Israel, Italy, Saudi Arabia"
emc-west-2,EMC West-2,"3,978 km",EMC Subsea Cable Company Limited,ASN,2027 December,2027.0,True,,Integrated dual terrestrial links are planned to connect the EMC West-2 landing station in Israel to Haql,4,"France, Greece, Israel, Saudi Arabia"
emerald-bridge-fibres,Emerald Bridge Fibres,120 km,Zayo,Nexans,2012 December,2012.0,False,https://zayoeurope.com/,,2,"Ireland, United Kingdom"
energinet-laeso-varberg,Energinet Laeso-Varberg,,Energinet,,2011,2011.0,False,,,2,"Denmark, Sweden"
energinet-lyngsa-laeso,Energinet Lyngsa-Laeso,,Energinet,,2011 August,2011.0,False,,,2,Denmark
energy-bridge-cable,Energy Bridge Cable,13 km,Miranda Media,,2017 July,2017.0,False,,,2,"Russia, Ukraine"
epic-malta-sicily-cable-system-emscs,Epic Malta-Sicily Cable System (EMSCS),260 km,Epic,ASN,2004 July,2004.0,False,https://epic.com.mt/,,2,"Italy, Malta"
equiano,Equiano,"15,000 km",Google,ASN,2023 February,2023.0,False,https://cloud.google.com,,6,"Namibia, Nigeria, Portugal, Saint Helena, Ascension and Tristan da Cunha, South Africa, Togo"
esat-2,ESAT-2,245 km,Esat BT,SubCom,2000,2000.0,False,http://www.fiberatlantic.com/system/KrQqY,,2,"Ireland, United Kingdom"
est-tet,Est-Tet,113 km,"Maroc Telecom, Telxius",STC Submarine Systems,1994 July,1994.0,False,,,2,"Morocco, Spain"
europe-india-gateway-eig,Europe India Gateway (EIG),"15,000 km","AT&T, Altice Portugal, BT, Bayobab, Bharat Sanchar Nigam Ltd. (BSNL), Bharti Airtel, Djibouti Telecom, Gibtelecom, Kalaam Telecom, Libya International Telecommunications Company, Telecom Egypt, Telkom South Africa, Verizon, Vodafone, Zain Omantel International, center3, du","ASN, SubCom",2011 February,2011.0,False,,,12,"Djibouti, Egypt, Gibraltar, India, Libya, Monaco, Oman, Portugal, Saudi Arabia, United Arab Emirates, United Kingdom"
eviny-digital,Eviny Digital,210 km,Lyse Tele AS,,2020 Q2,2020.0,False,https://www.lyse.no/,,3,Norway
exa-express,EXA Express,"4,600 km",EXA Infrastructure,SubCom,2015 September,2015.0,False,https://exainfra.net/,,3,"Canada, Ireland, United Kingdom"
exa-north-and-south,EXA North and South,"12,200 km",EXA Infrastructure,SubCom,2001 April,2001.0,False,https://exainfra.net/,,5,"Canada, Ireland, United Kingdom, United States"
exelera-north,Exelera North,345 km,Exelera,,2012 January,2012.0,False,https://www.exelera.net/,,2,"Cyprus, Israel"
falcon,FALCON,"10,300 km",FLAG,ASN,2006 September,2006.0,False,https://flagtel.com/,,19,"Bahrain, Egypt, India, Iran, Iraq, Kuwait, Maldives, Oman, Qatar, Saudi Arabia, Sri Lanka, Sudan, United Arab Emirates, Yemen"
far-east-submarine-cable-system,Far East Submarine Cable System,"1,855 km",Rostelecom,HMN Tech,2016 Q2,2016.0,False,https://www.company.rt.ru/,,3,Russia
farewell-change-fogo,Farewell-Change-Fogo,16 km,Bell Canada,,2025 August,2025.0,False,,,3,Canada
farice-1,FARICE-1,"1,205 km",Farice,Prysmian,2004 January,2004.0,False,http://www.farice.is,,3,"Faroe Islands, Iceland, United Kingdom"
farland-north,Farland North,150 km,BT,,1998,1998.0,False,,,2,"Netherlands, United Kingdom"
faster,FASTER,"11,629 km","China Mobile, China Telecom, Google, KDDI, Singtel, TIME dotCom",NEC,2016 June,2016.0,False,,,4,"Japan, Taiwan, United States"
fastnet,Fastnet,,Amazon Web Services,,2028,2028.0,True,https://aws.amazon.com/,,2,"Ireland, United States"
fea,FEA,,FLAG,SubCom,1997 November,1997.0,False,https://flagtel.com/,,8,"Egypt, India, Jordan, Malaysia, Saudi Arabia, Thailand, United Arab Emirates"
fehmarn-blt,Fehmarn Bält,20 km,Arelion,Ericsson,2000,2000.0,False,,,2,"Denmark, Germany"
fiber-optic-gulf-fog,Fiber Optic Gulf (FOG),"1,300 km","Bahrain Telecommunications Company (Batelco), Kuwait Ministry of Communications, Ooredoo, e&",Fujitsu,1998 June,1998.0,False,,,4,"Bahrain, Kuwait, Qatar, United Arab Emirates"
fibra-optica-al-pacfico,Fibra Optica al Pacífico,"1,180 km",Entel Bolivia,HMN Tech,2020 September,2020.0,False,https://www.entel.bo/,,2,Peru
fibra-optica-austral,Fibra Optica Austral,"2,800 km",Subtel,HMN Tech,2020 Q1,2020.0,False,https://fibraopticaaustral.cl/,,4,Chile
fibralink,Fibralink,"1,102 km",Liberty Networks,ASN,2006 March,2006.0,False,https://libertynet.com,,5,"Dominican Republic, Haiti, Jamaica"
fibre-in-gulf-fig,Fibre in Gulf (FIG),"1,931 km",Ooredoo,ASN,2027 December,2027.0,True,https://www.ooredoo.com/,,7,"Bahrain, Iraq, Kuwait, Oman, Qatar, Saudi Arabia, United Arab Emirates"
finland-estonia-2-eesf-2,Finland-Estonia 2 (EESF-2),98 km,"Arelion, Telia Eesti (formerly Eesti Telekom, EMT, Elion)",,1992,1992.0,False,,,2,"Estonia, Finland"
finland-estonia-3-eesf-3,Finland-Estonia 3 (EESF-3),104 km,"Arelion, Telia Eesti (formerly Eesti Telekom, EMT, Elion)",,1994,1994.0,False,,,2,"Estonia, Finland"
finland-estonia-connection-1-fec-1,Finland Estonia Connection 1 (FEC-1),,Elisa Corporation,ASN,2000 January,2000.0,False,http://www.elisa.com,,2,"Estonia, Finland"
finland-estonia-connection-2-fec-2,Finland Estonia Connection 2 (FEC-2),,Elisa Corporation,ASN,2000,2000.0,False,http://www.elisa.com,,2,"Estonia, Finland"
firmina,Firmina,"14,517 km",Google,SubCom,2025,2025.0,False,https://cloud.google.com,,4,"Argentina, Brazil, United States, Uruguay"
fish-north,FISH North,90 km,Cordova Telecom Cooperative,,2011,2011.0,False,https://www.ctcak.net/,,2,United States
fish-south,FISH South,900 km,Cordova Telecom Cooperative,"Prysmian, Xtera",2027,2027.0,True,https://www.ctcak.net/,,6,United States
fish-west,FISH West,276 km,Cordova Telecom Cooperative,Prysmian,2027,2027.0,True,https://www.ctcak.net/,,4,United States
flag-atlantic-1-fa-1,FLAG Atlantic-1 (FA-1),"14,500 km",FLAG,ASN,2001 June,2001.0,False,https://flagtel.com/,,4,"France, United Kingdom, United States"
flag-north-asia-loopreach-north-asia-loop,FLAG North Asia Loop/REACH North Asia Loop,"9,504 km","FLAG, PCCW, Telstra","ASN, Fujitsu",2001 June,2001.0,False,,"FLAG owns 3 fiber pairs which it refers to as FLAG North Asia Loop. Of the three remaining fiber pairs comprising the REACH North Asia Loop, Telstra owns one fiber pair, PCCW owns one fiber pair, with the final fiber pair is jointly owned by Telstra and PCCW",4,"China, Japan, South Korea, Taiwan"
flores-corvo-cable-system,Flores-Corvo Cable System,685 km,Viatel,HMN Tech,2014 January,2014.0,False,http://www.viatel.pt,,4,Portugal
fly-lion3,FLY-LION3,400 km,"Comoros Cables, Orange, Société Réunionnaise du Radiotéléphone",ASN,2019 October,2019.0,False,,,2,"Comoros, Mayotte"
fos-quellon-chacabuco,FOS Quellon-Chacabuco,350 km,Grupo Gtd,,2015 January,2015.0,False,https://www.gtd.cl,,2,Chile
gc-lnz-fu-ring,GC-LNZ-FU Ring,553 km,Canalink,,2028 Q1,2028.0,True,,,6,Spain
gemini-bermuda,Gemini Bermuda,"1,501 km","Liberty Networks, Orange","Orange Marine, Xtera",2007 October,2007.0,False,,,2,"Bermuda, United States"
geo-eirgrid,Geo-Eirgrid,187 km,Eirgrid,Nexans,2012 December,2012.0,False,http://www.zayo.com,,2,"Ireland, United Kingdom"
georgia-russia,Georgia-Russia,433 km,"FOPTNET, GEO-METRIA, Rostelecom",ASN,2000 December,2000.0,False,https://www.company.rt.ru/,,3,"Georgia, Russia"
germany-denmark-3,Germany-Denmark 3,,TDC Group,,2000 March,2000.0,False,,,2,"Denmark, Germany"
glo-1,Glo-1,"9,800 km",Globacom Limited,ASN,2010 October,2010.0,False,https://www.gloworld.com,,3,"Ghana, Nigeria, United Kingdom"
global-caribbean-network-gcn,Global Caribbean Network (GCN),890 km,Loret Group,,2006 September,2006.0,False,https://groupeloret.net/brand/global-caribbean-network/,,6,"Guadeloupe, Saint Barthélemy, Saint Martin, United States, Virgin Islands (U.S.)"
globalconnect-2-gc2,GlobalConnect 2 (GC2),95 km,GlobalConnect,,2001 August,2001.0,False,https://www.globalconnectcarrier.com/,,2,"Denmark, Sweden"
globalconnect-3-gc3,GlobalConnect 3 (GC3),19 km,GlobalConnect,,2006,2006.0,False,https://www.globalconnectcarrier.com/,,2,Denmark
globalconnect-6-gc6,GlobalConnect 6 (GC6),,GlobalConnect,Hexatronic,2019,2019.0,False,https://globalconnectcarrier.com/,,2,Denmark
globalconnect-denmark-sweden,GlobalConnect Denmark-Sweden,,GlobalConnect,,1994,1994.0,False,,,2,"Denmark, Sweden"
globalconnect-kpn,GlobalConnect-KPN,43 km,GlobalConnect,,2006,2006.0,False,https://www.globalconnectcarrier.com/,,2,"Denmark, Germany"
globenet,GlobeNet,"23,500 km",V.tal,ASN,2000 October,2000.0,False,https://www.vtal.com/en/home/,,7,"Bermuda, Brazil, Colombia, United States, Venezuela"
go-1-mediterranean-cable-system,GO-1 Mediterranean Cable System,290 km,GO plc,ASN,2008 December,2008.0,False,https://www.go.com.mt/business,,2,"Italy, Malta"
gondwana-1,Gondwana-1,"2,151 km",OPT,ASN,2008 September,2008.0,False,https://www.opt.nc/,,2,"Australia, New Caledonia"
gondwana-2picot-2,Gondwana-2/Picot-2,"1,515 km",OPT,ASN,2022 August,2022.0,False,https://www.opt.nc/,,7,"Fiji, New Caledonia"
grace-hopper,Grace Hopper,"7,191 km",Google,SubCom,2022 September,2022.0,False,https://cloud.google.com,,3,"Spain, United Kingdom, United States"
grand-bahama-bimini-submarine-cable,Grand Bahama Bimini Submarine Cable,117 km,Bahamas Telecommunications Company,,2005,2005.0,False,,,2,Bahamas
greenland-connect,Greenland Connect,"4,580 km",Tusass A/S,ASN,2009 March,2009.0,False,https://www.tusass.gl/,,4,"Canada, Greenland, Iceland"
greenland-connect-north,Greenland Connect North,680 km,Tusass A/S,ASN,2017 December,2017.0,False,https://www.tusass.gl/,,4,Greenland
groix-4,Groix 4,7 km,Orange,Prysmian,2022,2022.0,False,,Groix 4 is a hybrid cable that contains a power cable owned by Enedis alongside 24 fiber pairs operated by Orange.,2,France
groote-eylandt,Groote Eylandt,95 km,Telstra,,2011,2011.0,False,,,2,Australia
gtmo-1,GTMO-1,"1,528 km",U.S. Government,Xtera,2016,2016.0,False,,,2,"Cuba, United States"
gtmo-pr,GTMO-PR,"1,400 km",U.S. Government,Xtera,2019 April,2019.0,False,,,2,"Cuba, United States"
guadeloupe-cable-des-iles-du-sud-gcis,Guadeloupe Cable des Iles du Sud (GCIS),118 km,Regional Councel of Guadeloupe,,2020,2020.0,False,https://www.regionguadeloupe.fr/accueil/#_,,5,Guadeloupe
guam-okinawa-kyushu-incheon-goki,Guam Okinawa Kyushu Incheon (GOKI),"4,244 km",AT&T,Xtera,2013 December,2013.0,False,http://www.att.com,,3,"Guam, Japan"
guernsey-jersey-4,Guernsey-Jersey-4,36 km,Sure,,1994 January,1994.0,False,,,2,"Guernsey, Jersey"
gulf-bridge-international-cable-systemmiddle-east-north-africa-cable-system-gbicsmena,Gulf Bridge International Cable System/Middle East North Africa Cable System (GBICS/MENA),"5,270 km",Gulf Bridge International,SubCom,2012 February,2012.0,False,http://www.gbiinc.com,"GBI owns the entire system. Telecom Egypt owns one of the fiber pairs from the branching unit near Oman to Mumbai which it acquired from the MENA Cable Company. GBI owns one fiber pair on the MENA cable, which links Oman to Italy.",9,"Bahrain, India, Iran, Iraq, Kuwait, Oman, Qatar, Saudi Arabia, United Arab Emirates"
gulf-of-california-cable,Gulf of California Cable,250 km,Megacable,HMN Tech,2019 Q4,2019.0,False,https://www.megacable.com.mx/,,2,Mexico
gulf-of-mexico-fiber-optic-network,Gulf of Mexico Fiber Optic Network,"1,200 km",Tampnet,SubCom,2008,2008.0,False,https://www.tampnet.com/,,2,United States
gulf2africa-g2a,Gulf2Africa (G2A),"1,500 km","Golis Telecommunications, Telesom, Zain Omantel International",HMN Tech,2017 December,2017.0,False,,,3,"Oman, Somalia"
hachijojima-mainland,Hachijojima-Mainland,,NTT,,2008,2008.0,False,,,2,Japan
haikou-beihai-cable,Haikou-Beihai Cable,198 km,China Telecom,ASN,1999,1999.0,False,,,2,China
hainan-to-hong-kong-express-h2he,Hainan to Hong Kong Express (H2HE),675 km,China Mobile,HMN Tech,2021 September,2021.0,False,https://www.chinamobileltd.com/en/global/home.php,,3,China
halaihai,Halaihai,"17,483 km",Google,SubCom,2029,2029.0,True,https://cloud.google.com,,5,"Chile, French Polynesia, Guam, Northern Mariana Islands"
hannibal-system,HANNIBAL System,178 km,Tunisia Telecom,HMN Tech,2009 October,2009.0,False,http://www.tunisietelecom.tn,,2,"Italy, Tunisia"
hantru1-cable-system,HANTRU1 Cable System,"2,917 km","Federated States of Micronesia Telecommunications Cable Corporation (FSMTCC), Hannon Armstrong, Marshall Islands Telecommunications Authority",SubCom,2010 March,2010.0,False,,,4,"Guam, Marshall Islands, Micronesia"
havfrueaec-2,Havfrue/AEC-2,"7,650 km","Bulk Infrastructure, EXA Infrastructure, Google, Meta",SubCom,2020 November,2020.0,False,,"EXA Infrastructure acts as the overall system administrator for the Havfrue cable, and has dubbed the portion of the cable where it has ownership (Denmark, Ireland, and U.S. segments) as AEC-2. Bulk Infrastructure is the Norwegian landing party for Havfrue.",4,"Denmark, Ireland, Norway, United States"
havhingstenceltixconnect-2-cc-2,Havhingsten/CeltixConnect-2 (CC-2),301 km,"Bulk Infrastructure, EXA Infrastructure, Meta",ASN,2022 March,2022.0,False,,,4,"Ireland, Isle of Man, United Kingdom"
havhingstennorth-sea-connect-nsc,Havhingsten/North Sea Connect (NSC),661 km,"Bulk Infrastructure, EXA Infrastructure, Meta",ASN,2022 March,2022.0,False,,,2,"Denmark, United Kingdom"
havsil,Havsil,120 km,Bulk Infrastructure,,2022 March,2022.0,False,http://bulkinfrastructure.com/,,2,"Denmark, Norway"
hawaii-inter-island-cable-system-hics,Hawaii Inter-Island Cable System (HICS),479 km,Hawaiian Telcom,,1994 July,1994.0,False,,,5,United States
hawaii-island-fibre-network-hifn,Hawaii Island Fibre Network (HIFN),529 km,"Hawaiian Telcom, Lumen",,1997 June,1997.0,False,,,7,United States
hawaiian-islands-fiber-link-hifl,Hawaiian Islands Fiber Link (HIFL),740 km,"Ocean Networks, University of Hawai’i",Prysmian,2026 December,2026.0,True,https://www.oceannetworks.com/,,6,United States
hawaiki,Hawaiki,"14,000 km",BW Digital,SubCom,2018 July,2018.0,False,https://www.bw-digital.com/,,6,"American Samoa, Australia, New Zealand, Tonga, United States"
hawaiki-nui-1,Hawaiki Nui 1,"10,000 km",BW Digital,ASN,2027,2027.0,True,https://www.bw-digital.com/,,9,"Australia, Indonesia, Papua New Guinea, Singapore, Solomon Islands, Timor-Leste"
hawk,Hawk,"3,400 km",FLAG,Fujitsu,2011,2011.0,False,https://flagtel.com/,,3,"Cyprus, Egypt, France"
high-capacity-undersea-guernsey-optical-fibre-hugo,High-capacity Undersea Guernsey Optical-fibre (HUGO),425 km,"Sure, Vodafone",Xtera,2007,2007.0,False,,,4,"France, Guernsey, United Kingdom"
hokkaido-akita-cable,Hokkaido-Akita Cable,770 km,"KDDI, NTT, Rakuten, Softbank",NEC,2023 Q4,2023.0,False,,,2,Japan
hokkaido-rebun-rishiri,Hokkaido-Rebun-Rishiri,64 km,NTT,,2011,2011.0,False,,,3,Japan
hokkaido-sakhalin-cable-system-hscs,Hokkaido-Sakhalin Cable System (HSCS),570 km,"NTT, TTK",NEC,2008 July,2008.0,False,,,2,"Japan, Russia"
honomoana,Honomoana,"15,215 km",Google,SubCom,2026,2026.0,True,https://cloud.google.com,,6,"Australia, French Polynesia, New Zealand, United States"
honotua,Honotua,"4,805 km",OPT French Polynesia,ASN,2010 September,2010.0,False,http://www.opt.pf,,6,"French Polynesia, United States"
hronn,Hronn,270 km,Shefa,,2022 September,2022.0,False,https://www.shefa.fo/cables/,,3,Denmark
i-am-cable,I-AM Cable,"8,100 km","Intra‑Asia Marine Networks Co., Ltd.",ASN,2029,2029.0,True,,,6,"Japan, Malaysia, Singapore, South Korea"
i2i-cable-network-i2icn,i2i Cable Network (i2icn),"3,200 km",Bharti Airtel,ASN,2002 April,2002.0,False,http://www.airtel.in,,2,"India, Singapore"
iceni,Iceni,,BT,SubCom,2024,2024.0,False,,,2,"Netherlands, United Kingdom"
imewe,IMEWE,"12,091 km","Bharti Airtel, Ogero, Orange, Pakistan Telecommunications Company Ltd., Sparkle, Tata Communications, Telecom Egypt, center3, e&","ASN, NEC",2010 December,2010.0,False,https://imewecable.com/,,9,"Egypt, France, India, Italy, Lebanon, Pakistan, Saudi Arabia, United Arab Emirates"
india-asia-xpress-iax,India Asia Xpress (IAX),"5,791 km","China Mobile, Reliance Jio Infocomm",SubCom,2024 Q4,2024.0,False,,The cable has other owners besides Reliance Jio and China Mobile who have yet to be disclosed.,9,"India, Malaysia, Maldives, Singapore, Sri Lanka, Thailand"
india-europe-xpress-iex,India Europe Xpress (IEX),"9,775 km","China Mobile, Reliance Jio Infocomm",SubCom,2026 Q3,2026.0,True,,The cable has other owners besides Reliance Jio and China Mobile who have yet to be disclosed.,11,"Djibouti, Egypt, France, Greece, India, Italy, Oman, Saudi Arabia"
indigo-central,INDIGO-Central,"4,850 km","Australia’s Academic and Research Network (AARNET), Google, Indosat Ooredoo, Singtel Optus, Superloop",ASN,2019 May,2019.0,False,,,2,Australia
indigo-west,INDIGO-West,"4,600 km","Australia’s Academic and Research Network (AARNET), Google, Indosat Ooredoo, Singtel, Superloop, Telstra",ASN,2019 May,2019.0,False,,,3,"Australia, Indonesia, Singapore"
indonesia-global-gateway-igg-system,Indonesia Global Gateway (IGG) System,"5,300 km","Telin, Telkom Indonesia",NEC,2018 May,2018.0,False,https://www.telin.net/,,10,"Indonesia, Singapore"
indonesia-tengah-cable-systems,Indonesia Tengah Cable Systems,"2,641 km","PT Jejaring Mitra Persada, Triasmitra",,2027 Q4,2027.0,True,,,10,Indonesia
ingrid,INGRID,64 km,CIEG,,2004 October,2004.0,False,,,4,"France, Guernsey, Jersey"
insica,INSICA,100 km,"Singtel, Telin",,2026 Q4,2026.0,True,,,2,"Indonesia, Singapore"
interchange-cable-network-1-icn1,Interchange Cable Network 1 (ICN1),"1,259 km",Interchange,ASN,2014 January,2014.0,False,http://www.interchange.vu,,2,"Fiji, Vanuatu"
ioema-1,IOEMA-1,"1,667 km",IOEMA Fibre,,2029,2029.0,True,https://ioemafibre.eu/,,7,"Denmark, Germany, Netherlands, Norway, United Kingdom"
ionian,Ionian,320 km,IslaLink,,2023 April,2023.0,False,http://www.islalink.com/,,2,"Greece, Italy"
iris,IRIS,"1,770 km",Farice,SubCom,2023 March,2023.0,False,http://www.farice.is,,2,"Iceland, Ireland"
isle-au-haut-cable,Isle Au Haut Cable,10 km,Axiom Technologies,SubCom,2024 November,2024.0,False,,,2,United States
isles-of-scilly-cable,Isles of Scilly Cable,,BT,,2014,2014.0,False,,,2,United Kingdom
israel-coasting-1-ic-1,Israel Coasting 1 (IC-1),340 km,Partner Communications Company,Prysmian,2000 September,2000.0,False,,,7,Israel
italy-albania,Italy-Albania,240 km,"ALBtelecom, Sparkle",,1997,1997.0,False,,,2,"Albania, Italy"
italy-croatia,Italy-Croatia,230 km,"Hrvatski Telekom, Sparkle",,1994,1994.0,False,,,2,"Croatia, Italy"
italy-greece-1-ig-1,Italy-Greece 1 (IG-1),169 km,WIS Telecom,,1995,1995.0,False,http://www.wis.one,,2,"Greece, Italy"
italy-libya,Italy-Libya,570 km,"Libya International Telecommunications Company, Sparkle",ASN,1998,1998.0,False,,,2,"Italy, Libya"
italy-malta,Italy-Malta,238 km,"GO plc, Sparkle",ASN,1994,1994.0,False,,,2,"Italy, Malta"
italy-monaco,Italy-Monaco,162 km,"Monaco Telecom, Sparkle",Prysmian,1995,1995.0,False,,,2,"Italy, Monaco"
ithaafushi-maafushi-hulhumale,Ithaafushi-Maafushi-Hulhumale,,Ooredoo Maldives,,2025 August,2025.0,False,,,3,Maldives
ixchel,Ixchel,20 km,Telmex,ASN,2007 August,2007.0,False,https://telmex.com/,,2,Mexico
izu-islands-cable-system,Izu Islands Cable System,,NTT,,1996,1996.0,False,,,4,Japan
jaka2ladema,JaKa2LaDeMa,"1,700 km",Telkom Indonesia,"Fujitsu, Norddeutsche Seekabelwerke GmbH (NSW)",2010,2010.0,False,,,10,Indonesia
jakabare,JAKABARE,"1,330 km",Indosat Ooredoo,NEC,2009 November,2009.0,False,https://indosatooredoo.com,,4,"Indonesia, Singapore"
jakarta-bangka-batam-singapore-b2js,Jakarta-Bangka-Batam-Singapore (B2JS),759 km,Triasmitra,,2013 Q2,2013.0,False,,,5,"Indonesia, Singapore"
jakarta-bangka-bintan-batam-singapore-b3js,Jakarta-Bangka-Bintan-Batam-Singapore (B3JS),"1,031 km",Moratelindo,,2012 November,2012.0,False,http://www.moratelindo.co.id,,6,"Indonesia, Singapore"
